Trait	Eigenvector1	Eigenvector2	Eigenvector3	Eigenvector4	Eigenvector5
PZA00448.6	-1.1513E-2	-2.2203E-2	-1.6019E-2	-2.2651E-3	1.8575E-4
PZA00500.5	0.00868	-3.1831E-2	0.01918	0.02129	-2.3457E-2
PZA03335.1	-9.3392E-3	-1.2094E-2	-8.6582E-3	-4.5935E-3	0.01712
PZA03339.3	-1.191E-2	0.0202	0.00256	-5.5877E-3	0.00491
PZA03335.2	-2.679E-2	0.03131	0.00174	-2.0768E-3	-3.1109E-2
PZA03222.1	-1.7249E-2	-4.3881E-3	0.01536	0.00652	0.02011
PZA02390.1	0.01299	-1.2365E-3	0.00684	-1.6904E-2	0.01176
PZA00433.3	-2.207E-2	0.02972	0.01132	0.02848	-8.9053E-3
PZA00433.5	0.01391	-3.7977E-2	0.02288	-3.4053E-3	0.01247
PZA02817.3	-2.0189E-2	0.04379	-2.2035E-2	1.3574E-4	0.02165
PZA02817.15	-1.6891E-2	0.0438	-1.9889E-2	-5.202E-3	0.01877
PZA00069.4	-1.4116E-2	0.00507	-2.4312E-3	-5.1081E-3	-1.5233E-2
PZA00069.2	0.0051	-1.7767E-2	-2.0022E-2	-2.658E-2	0.00658
PZA00408.7	0.00128	0.00562	-3.4212E-3	-1.1274E-2	0.01077
PZA03307.1	-2.1449E-3	-1.1933E-2	-4.3319E-3	0.00988	-3.5426E-3
PZA02480.1	0.02033	0.04244	0.03305	0.00598	8.1306E-4
PZA02769.1	-2.1058E-2	-2.602E-2	-7.3566E-3	-4.2316E-2	0.02565
PZA01060.1	0.03699	0.02219	0.01544	-1.0245E-2	-2.0836E-2
PZA00606.3	-2.2018E-2	-1.1896E-2	-1.101E-2	0.03342	0.01824
PZA03003.11	-2.4886E-2	0.01757	-6.1565E-3	9.0148E-4	0.01775
PZA03003.10	-1.5921E-3	-6.8446E-3	0.00401	-1.0378E-2	-8.9877E-4
PZA03290.1	-6.0614E-3	-1.4649E-2	-1.0727E-2	0.02385	0.01688
PZA03290.2	-6.6431E-3	-1.038E-2	-6.5265E-3	0.0308	0.02217
PZA03290.3	-6.4163E-3	-1.0644E-2	-6.0733E-3	0.03041	0.0221
PHM15961.13	-9.171E-3	0.00557	-2.3606E-2	0.01699	0.00845
PZA00503.5	-5.4491E-3	0.00784	-1.4968E-2	0.01259	-2.3308E-2
PZA00158.2	0.01823	0.04709	0.0191	0.01519	-1.0286E-2
PZA00233.8	-2.0476E-2	0.02009	2.019E-4	0.0024	-1.3878E-2
PZA03047.20	-6.4883E-3	-2.9684E-3	-1.9065E-3	0.00139	-1.7181E-4
PZA03047.12	0.02162	0.04431	0.01116	0.01547	-3.8124E-2
PZA00440.15	0.03659	0.01253	0.02276	-1.2603E-2	2.0998E-4
PZA00440.1	0.02173	0.02227	0.02414	-1.2671E-2	-1.1732E-2
PZA00501.12	-6.5492E-3	0.00448	-2.4068E-3	-3.4813E-3	0.00146
PZA03204.2	-1.1835E-2	0.01544	-9.6256E-3	-1.2418E-2	0.01986
PZA03204.1	-2.0959E-2	0.00873	-1.6233E-2	0.00645	0.0217
PZA03195.2	-5.6517E-3	-2.7486E-2	-6.5264E-3	-2.85E-2	-2.0916E-2
PZA02948.24	0.03518	-1.4107E-2	0.01592	0.02156	0.00506
PZA03588.2	-8.0252E-3	-1.7789E-3	-6.652E-3	-1.1071E-2	4.4596E-4
PZA03063.18	-6.0774E-3	0.00827	0.00337	-1.263E-3	-3.1785E-3
PZA01509.1	-2.9236E-2	0.02759	0.02672	-1.6151E-2	0.0144
PZA00540.3	0.0146	0.00855	0.00754	0.02132	-2.2265E-2
PZA00462.2	0.02347	-1.004E-2	0.00651	0.01622	-2.0758E-2
PZA02836.17	-1.1291E-2	-2.6376E-2	-7.1165E-3	0.04866	0.01795
PZA03120.1	0.01172	0.01557	0.00347	0.01875	-2.3425E-2
PZA03120.3	-1.3808E-2	0.02262	0.00528	-4.3036E-3	-1.02E-2
PZA00582.1	-6.1702E-4	-3.659E-2	-8.3412E-3	-2.0127E-2	0.02327
PZA00582.4	0.00319	0.0016	-2.9904E-3	-1.8087E-2	8.597E-4
PZA03090.31	-9.9074E-3	2.9034E-4	-1.424E-3	0.00469	-9.4895E-4
PZA03668.1	0.00728	-3.3628E-2	-6.1584E-3	-7.9254E-3	0.05004
PZA03667.1	0.00745	-3.9245E-2	-8.7435E-3	-1.3682E-2	0.04898
PZA00355.2	-6.2293E-4	-3.3822E-2	-1.2988E-2	-7.9996E-3	0.04326
PZB01092.2	-7.0266E-3	0.00428	0.00562	-5.8455E-3	-8.8422E-4
PZB01092.3	0.02986	0.01885	0.01218	0.00243	-9.207E-3
PZB01092.4	-1.7004E-2	0.01778	0.00862	3.4579E-5	-2.0527E-3
PZA00543.2	-1.2364E-2	0.01431	0.00175	-3.4449E-3	-3.1113E-3
PZA00543.4	-1.2692E-2	0.01198	9.3436E-4	-1.0031E-3	-1.9078E-3
PZB00645.1	-3.4658E-3	-2.4414E-2	-9.28E-3	0.01312	-2.4437E-2
PZB00711.3	-9.1385E-3	0.0107	0.00195	-6.345E-3	1.0483E-4
PZB00711.1	-2.0326E-2	0.0251	0.00529	-1.3065E-2	-6.6709E-3
PZB00711.2	-8.3848E-3	0.00668	5.4297E-4	-9.9978E-3	-1.9353E-3
PZB01446.1	-3.9711E-3	-5.7179E-3	-1.2314E-3	-1.1229E-2	-8.2659E-3
PZA03069.4	-9.4644E-3	-1.9347E-2	-1.5554E-2	-7.902E-3	0.02882
PZA03069.8	-2.9402E-2	0.00897	-7.2053E-3	0.00616	-3.9062E-2
PZA02606.1	-1.8568E-2	-1.9655E-2	-7.2021E-3	0.03315	-4.631E-2
PZA03296.1	-1.3178E-2	-8.3734E-3	-6.8586E-4	0.04093	0.02343
PZA03296.8	-3.4297E-3	-4.0888E-3	-3.4678E-3	-4.5334E-3	0.00879
PZA03296.7	0.02714	0.00542	0.0014	-2.6111E-2	0.00941
PZA03296.2	-1.2845E-2	0.0178	-3.9196E-3	-7.2348E-3	-4.1747E-2
PZA03296.5	-1.0441E-2	0.02526	0.00257	-1.9256E-4	-9.9977E-4
PZD00072.2	0.00394	-7.8273E-3	-2.8733E-2	-3.2789E-3	0.00244
PZA00387.1	0.02602	0.01187	0.00987	0.02007	6.7144E-4
PZB01009.4	-1.4794E-4	-4.1907E-2	-1.5919E-2	0.00698	-4.1728E-2
PZB01009.1	-2.2274E-2	0.0035	0.00841	-1.2079E-2	0.03384
PZB01009.2	0.0157	0.02756	-2.0666E-2	0.00619	0.00213
PZA00022.2	-9.1871E-3	-8.6425E-3	-1.3411E-2	-2.8629E-2	-4.2907E-2
PZA00006.13	0.02083	0.005	-2.915E-2	-7.322E-3	0.00538
PZA00006.9	0.0056	0.00295	-4.8538E-3	-1.1144E-2	0.00216
PZA03522.1	-8.9284E-3	0.0076	0.04527	-1.8565E-2	-1.2014E-3
PZA03522.2	0.0094	-6.2395E-3	0.04498	-3.668E-3	-1.2048E-2
PZA03523.2	-3.0472E-2	0.03593	0.00634	-2.4087E-2	0.02373
PZA03523.1	-1.0476E-2	-8.1081E-3	-1.0784E-2	-1.7265E-2	0.00503
PZA03732.1	0.01377	-3.8466E-2	0.02308	0.02904	9.8692E-4
PZA03732.2	0.00651	-4.4788E-2	-1.9153E-2	0.02948	0.01449
PZA03732.3	0.01101	-3.9344E-3	0.04337	-2.1423E-3	-3.436E-3
PZA03213.1	-2.384E-2	0.02508	6.9099E-4	-8.1088E-3	0.00541
PZA03213.2	0.01633	-5.9315E-3	-1.7816E-2	1.5599E-4	0.00684
PZA00214.1	0.00423	0.00342	-2.0202E-2	-5.1005E-4	0.01826
PHM8909.12	0.01425	-1.5112E-2	0.02069	-9.617E-3	-2.6912E-2
PZA00578.2	-1.2877E-2	0.01438	0.00281	-3.8011E-4	-6.0312E-4
PZA00578.1	-1.1752E-2	0.01438	0.00147	6.6553E-4	2.9205E-4
PZB01877.1	0.03187	-3.6103E-3	-8.3638E-3	2.6252E-4	-2.4739E-2
PZA02970.9	0.00119	-1.1529E-2	0.01638	-3.3395E-3	-9.8858E-3
PZA00942.2	0.02801	0.02155	-3.9148E-2	-9.3185E-4	-2.9221E-2
PZB01658.2	-1.8534E-2	0.00514	0.00925	0.01128	-2.7479E-2
PZA03461.1	0.03084	-8.3446E-3	-3.0238E-2	-1.5596E-2	0.01319
PZA00187.2	0.00933	0.01834	-9.2943E-3	-2.2336E-2	0.02833
PZB00857.1	-7.281E-4	-8.3364E-3	0.04606	0.02761	-3.8929E-2
PZB00857.2	0.00363	-1.575E-2	0.04567	0.01272	-4.4922E-2
PZB00565.2	-4.3081E-3	-1.1875E-3	0.03684	0.00492	-4.077E-2
PZB00555.2	-8.36E-3	0.01873	-4.766E-3	-4.8515E-3	-6.8101E-3
PZB00565.5	-6.7013E-3	0.01338	0.0013	-1.4885E-3	-1.5803E-3
PZB00563.4	-7.2954E-4	-1.0594E-2	-1.6832E-3	0.00629	-2.4628E-3
PZB00563.1	-1.3628E-2	0.02699	0.04517	0.01233	-4.9861E-2
PZB00562.1	0.00962	-1.2437E-2	0.04378	0.01051	-2.5411E-2
PZA00182.4	-4.3154E-3	-2.3511E-2	0.03202	0.01401	-2.1759E-2
PZA00182.3	-4.2435E-3	-2.2259E-2	0.0339	0.01367	-2.1959E-2
PZA01029.1	-2.2771E-2	0.01796	-3.6617E-3	0.00197	0.02097
PZA03041.8	-4.6144E-3	-1.8969E-2	0.04713	-2.0488E-2	0.01337
PZA03219.2	0.01328	-2.5324E-2	0.04149	-6.7449E-3	0.00168
PZA03219.3	0.00995	-1.7819E-2	0.04757	-8.8128E-3	-6.5044E-4
PZA01736.1	0.03642	0.00472	-4.0712E-2	-1.2048E-2	0.00765
PZA00382.17	0.04763	0.01827	0.01701	-3.8535E-4	-1.2718E-2
PZA00382.22	0.04699	0.01533	0.01971	-2.4056E-3	-8.0128E-3
PZA01055.1	0.05034	0.00655	0.01373	-3.3701E-3	-2.1686E-3
lac1.3	0.03912	0.00378	0.01159	0.01267	-2.0228E-2
PZA00571.2	-3.256E-2	0.01389	0.00192	0.04514	0.01526
PZA00571.1	0.0501	-9.9333E-3	0.01545	-8.5482E-3	-1.2186E-2
PZA00003.5	0.00517	-9.9865E-3	0.03603	-1.117E-2	-2.6184E-3
PZA00003.11	0.00679	-1.1843E-2	0.04124	-1.4121E-2	1.4906E-4
PZA00041.3	-1.7723E-2	-3.8346E-3	-1.1861E-2	0.00294	-2.3467E-2
PZA01729.1	0.02914	0.01818	-3.0956E-2	-3.3295E-3	-6.6181E-3
PZA00536.2	0.00108	-5.2765E-3	0.04229	-3.3471E-3	-2.4114E-2
PZA00473.5	0.01493	0.02124	-3.4442E-2	0.0183	0.01957
PZA00473.9	-6.4644E-3	0.01191	0.00431	0.00279	-3.5242E-4
PZA01591.1	-1.9961E-2	0.01066	-3.8468E-3	0.02487	-3.2122E-2
PZA01618.2	-3.3647E-2	-2.0794E-3	-3.3014E-3	0.00294	-1.1731E-2
PZA00510.3	-1.3337E-2	0.00625	-5.4502E-3	0.01233	-3.49E-2
PZA00510.2	-1.7033E-2	0.00802	-4.4555E-3	0.01331	-3.9955E-2
PZD00011.4	0.00196	-9.7335E-3	-4.9433E-5	-5.0785E-3	-2.7195E-2
PZD00011.5	-8.7805E-3	-3.6218E-2	-2.1146E-3	0.04009	-1.3162E-2
PZD00011.1	-1.7605E-3	-1.459E-2	0.04623	0.0422	8.3163E-4
PZA01884.1	0.02494	0.01082	0.01114	-7.2486E-3	-3.3469E-2
PZA00250.1	-3.0333E-3	-4.8251E-2	-2.5628E-2	0.0109	0.01596
PZA00357.19	0.03338	-5.1737E-3	-3.3375E-2	0.00122	-1.9015E-2
PZA02262.3	0.04355	-5.4863E-3	0.00867	0.01027	-2.71E-2
PZA03750.2	0.00574	-3.1963E-2	0.035	-1.2283E-2	0.04265
PZA03555.1	0.01162	-2.7566E-2	0.03285	0.00951	0.00597
PZA01072.1	0.02941	0.0154	0.02374	-1.6666E-3	0.01493
PZA02187.2	0.00336	-8.2816E-3	-4.4383E-3	-1.2263E-3	-2.96E-3
PZA02187.1	-2.3502E-2	-3.8212E-3	-7.2272E-3	-4.5961E-2	0.03205
PZA03546.1	-6.0075E-3	-1.8209E-2	-1.1324E-2	0.01149	-3.5842E-3
PZA00439.6	-1.8445E-2	0.01787	0.00172	0.00508	-1.6454E-3
PZA02673.1	-6.8543E-3	-2.1528E-2	-1.0978E-2	-1.7595E-2	0.03786
PZB00942.1	0.03141	0.03467	0.02852	0.01229	0.00754
PZB01308.1	0.03555	0.02892	0.02353	0.00736	0.00178
PZB01308.3	-4.6402E-3	0.00421	0.00344	0.00734	0.00785
PZA03102.9	0.03651	0.01621	0.01058	-1.3201E-4	-1.9423E-2
PZA03102.2	-9.8097E-3	0.00889	-6.01E-4	-6.5611E-3	-1.4862E-2
PZB02514.1	-3.1348E-2	0.02428	0.00472	0.00618	-1.6278E-2
PZB02514.2	-1.5357E-2	-1.2369E-2	-1.2309E-2	-7.8053E-3	0.03285
PZB02514.3	-6.2006E-3	-3.2916E-2	-1.3147E-2	6.7937E-4	0.03034
PZA02811.4	-1.8039E-2	0.03191	0.00964	0.00135	-1.5744E-2
PZA02811.5	-3.4882E-2	0.04404	0.01235	0.00156	-2.1165E-2
PZA02247.1	-2.2685E-2	-3.1787E-2	-1.4954E-2	0.00328	7.4798E-4
PZA03745.1	-2.0562E-2	-1.9311E-2	-5.1387E-3	7.7809E-5	-1.3008E-2
PZA00721.4	-1.8269E-2	0.02278	0.00814	0.01193	7.516E-4
PZA00721.5	-1.807E-2	0.0233	0.00844	0.01209	5.1256E-4
PZA01144.1	0.04704	-4.3984E-3	-2.4306E-3	-9.261E-4	0.03306
PZA01342.2	0.0418	0.01724	0.01191	0.00548	-1.4954E-3
PZA02436.1	-2.3957E-2	0.01586	-1.6249E-3	-6.2301E-3	-1.7156E-2
PZA02472.2	0.02943	0.02435	-2.8695E-2	0.00742	0.00137
PZA00241.6	-4.4265E-3	-1.0311E-2	6.6568E-4	-8.8331E-3	-1.1409E-2
PZA02830.8	0.02199	-2.9236E-2	0.04486	-1.756E-3	-4.5319E-5
PZA02958.17	0.01602	0.01478	-3.4988E-2	-1.1092E-2	6.8282E-4
PZA03318.1	0.04277	0.01649	0.02111	0.02535	-4.7752E-3
PZA01672.1	0.01454	0.02746	-4.0748E-2	-3.6197E-2	-1.0831E-2
PZA03646.1	-1.8708E-2	0.01924	0.02329	-2.4588E-2	0.0048
PZA03646.2	0.00601	-1.4632E-2	-6.9209E-3	-1.1825E-2	0.00668
PZA03027.12	0.05316	-2.4795E-2	0.00222	-3.3261E-2	-2.7523E-2
PZA03027.23	-6.4936E-3	-7.4767E-3	-5.5302E-3	-8.0019E-3	-2.6908E-2
PZA03027.25	-1.9621E-2	0.02501	0.00245	0.01022	7.1388E-4
PZA00223.2	-1.3802E-2	-8.8714E-3	0.04705	0.03675	0.00361
PZA00223.4	-1.3399E-2	-8.2585E-3	0.04786	0.03251	7.5954E-4
PZA00042.5	-2.0484E-2	0.00919	1.11E-4	0.01245	-3.6477E-3
PZA00042.2	-2.0526E-2	0.01105	-5.7785E-6	0.01357	-2.3544E-3
PHM4748.16	-1.4537E-2	-4.8574E-3	-8.0973E-3	0.04425	-1.7111E-3
PZA03348.3	-8.9501E-3	0.00712	0.00565	-3.2782E-3	0.00241
PZA03348.1	-3.9194E-3	-1.3618E-2	-4.8192E-3	-1.0556E-2	0.00741
PZA00124.2	-3.1311E-2	0.02255	-5.6326E-3	0.01143	-1.6773E-2
PZA00124.3	-1.9002E-2	0.00249	-1.8527E-2	-4.1229E-3	-2.229E-2
PZB01569.10	0.0199	0.00771	0.00894	0.00385	0.00697
PZB01569.8	0.0347	-2.4751E-2	0.00154	-2.5661E-4	2.7563E-5
PZB01569.7	0.03859	0.0102	0.0082	0.02152	-1.2005E-2
PZB01569.11	2.7869E-4	-2.2645E-2	-7.5802E-3	-2.3215E-2	0.01369
PZB01569.9	-1.3726E-2	-4.8162E-5	-5.8599E-3	0.02103	0.02479
PZA00266.5	0.0032	0.0071	0.04188	0.01639	-4.0728E-3
PZA01468.1	0.02895	-7.451E-3	-3.4541E-2	-3.3221E-2	0.01117
PZB01388.1	-2.994E-2	0.00504	0.00445	-2.0868E-2	0.02922
PZA03151.1	0.02676	0.02007	0.00401	0.00318	0.01592
PZA03151.2	-3.6338E-3	-6.8997E-3	-2.7682E-3	-6.0345E-3	-1.8084E-2
PHM7922.8	0.00484	0.03091	-1.7571E-2	0.00186	-1.4978E-2
PZA00821.1	0.02863	0.00215	-3.2578E-2	-5.5375E-3	0.0081
PZB01222.1	-4.3025E-2	0.03388	-4.128E-3	0.0255	0.01501
PZA00198.39	0.02455	0.00923	-3.4627E-2	0.00111	-4.0762E-2
PZA03449.4	7.1702E-4	-4.4917E-3	-3.3574E-3	-1.6518E-3	-3.7797E-3
PZA03449.3	-1.8214E-2	-1.2831E-2	-1.348E-2	-3.2858E-2	-2.2142E-2
PZA02141.1	0.01304	0.05103	-1.9712E-2	0.00279	0.00557
PZA03089.12	-3.1979E-2	0.01459	-7.37E-3	0.01854	0.01948
PZA00910.1	-2.6401E-2	0.01789	-9.689E-3	0.03338	-1.2147E-2
PHM4468.13	-2.0308E-2	-1.3813E-2	-1.6944E-2	0.01095	0.04174
PZA02815.25	0.00494	0.00333	-1.8125E-2	0.00388	0.0012
PZA01426.1	0.02163	0.00541	-3.3626E-2	0.0211	0.00525
PZB00140.1	-1.4292E-2	-3.0744E-2	-1.3455E-2	-7.2101E-3	0.02943
PZD00057.2	0.01469	-2.2382E-2	0.00165	-4.0903E-2	0.02136
PZD00057.1	-1.5689E-2	0.00254	-6.8746E-3	-9.5756E-3	-5.3423E-2
PZD00057.4	-2.5526E-3	-1.6209E-2	-2.0159E-2	0.00427	-4.0894E-2
PZD00057.3	-4.8492E-3	-2.2078E-2	-2.0698E-2	-1.1123E-3	-5.1003E-2
PZA02035.5	0.01065	0.00653	-1.3435E-2	9.034E-4	-1.8721E-2
PZA00188.1	-1.4799E-2	0.01902	-2.3993E-3	-3.4385E-3	-3.1901E-2
PZB01960.1	-1.5397E-2	0.02304	0.003	-2.0494E-3	2.4963E-4
PZB01482.2	-1.5854E-2	0.02315	0.00283	-2.3593E-3	-1.8882E-3
PZB01482.3	-6.7238E-3	0.00414	-4.4275E-3	-7.1697E-3	-1.8692E-2
PZB01482.1	-1.4514E-2	-9.3332E-3	-1.4238E-2	0.04461	-9.8638E-3
PZB01083.4	-1.0316E-2	0.01171	0.04006	-5.0164E-3	0.01445
PZB01083.3	-1.5402E-2	0.02096	0.04075	-4.4454E-3	0.01326
PZB01083.2	-7.9119E-3	0.0053	0.0025	-8.3538E-3	0.00802
PZA02983.38	-1.1952E-2	0.01031	0.00114	-3.1373E-3	-2.9531E-3
PHM9241.13	0.02943	0.02054	0.00412	0.01248	-1.7494E-2
PZA01909.1	0.0345	0.02214	0.00671	0.03532	-2.2367E-2
PZA03757.1	-6.4783E-3	0.00653	-2.0339E-3	-9.3402E-3	0.00764
PZB02215.7	-1.7189E-3	-7.2142E-3	-6.2261E-5	-6.623E-3	-1.3077E-2
PZB02215.5	0.00306	-2.5106E-4	0.04555	-1.5313E-2	-3.2456E-2
PZB02215.4	0.02251	0.01695	-3.3299E-2	0.0171	-4.7455E-3
PZB02542.2	-9.5847E-3	0.01118	0.0022	-2.6716E-3	7.5182E-4
PZB01617.2	-3.3513E-3	-4.2529E-2	-1.6651E-2	-3.2712E-2	0.00454
PZB01612.2	-3.7732E-3	-3.9079E-2	-1.3995E-2	-2.8112E-2	0.00796
PZB01612.3	2.8951E-4	-1.9392E-2	-3.7667E-3	-2.8445E-2	0.02024
PZB01612.1	0.00513	0.03594	0.02316	0.05687	-1.7321E-2
PZA03067.17	-2.2621E-2	0.02579	0.00319	0.00343	-1.3751E-2
PZA03067.20	-2.6614E-2	0.011	-4.5852E-3	0.0472	-9.374E-3
PZB01228.2	-5.6879E-3	0.02142	9.6956E-5	-1.0173E-2	0.00236
PZB01228.4	-1.5378E-2	-9.6443E-3	-1.268E-2	-3.4328E-3	-1.5476E-2
PZA00256.16	-7.9973E-3	0.00341	5.8074E-4	0.00538	0.00151
PZA00256.21	-6.1286E-3	0.00251	-2.5946E-3	-7.2785E-4	0.00465
PZA03623.2	2.3612E-4	-1.5951E-2	0.00332	0.01288	-1.381E-3
PZA03623.1	7.1061E-4	-2.9448E-2	-1.0773E-2	-3.829E-2	0.03016
PZA03624.1	0.01984	0.01054	0.01362	0.00622	-2.1492E-2
PZA03624.2	-1.8529E-2	-2.5113E-2	-6.2478E-3	-2.2457E-2	0.0081
PZA03625.1	5.8874E-4	-3.2402E-2	-1.0416E-2	-3.527E-2	0.02629
PZA03626.2	0.0021	-1.5079E-2	0.00379	0.01412	6.9572E-4
PZA03626.1	-5.0964E-4	-3.994E-2	-7.5098E-3	-2.2761E-2	0.02753
PHM4080.15	-2.4214E-3	-3.8254E-2	-9.9996E-3	-1.8079E-2	0.02965
PZA00534.2	0.02418	0.01469	0.02932	-1.516E-2	0.01502
PZA03344.1	-2.2513E-2	0.00459	0.002	-1.8272E-2	-6.0455E-3
PZA03344.4	0.03311	-8.939E-3	0.01534	0.04285	0.00988
PZA03344.2	0.0288	-5.9679E-4	-2.2861E-4	0.0257	-1.1754E-3
PZA03344.3	-1.0006E-2	0.007	0.00985	-1.7168E-2	0.01418
PHM15501.9	-2.1658E-2	0.00839	0.00286	-1.1668E-2	7.3025E-4
PZA00132.3	-2.2514E-2	0.04073	-8.7314E-3	5.4798E-6	-3.956E-3
PZA00132.17	0.03383	0.00661	0.02446	0.01849	-2.0758E-4
PZA03687.1	0.03473	-1.0206E-2	0.01812	0.01794	-2.5963E-3
PZA03565.2	-1.0652E-2	0.01616	0.00193	-2.6638E-3	-6.431E-4
PZA00084.2	0.02455	0.01126	0.0222	0.00808	0.00308
PZA00084.3	0.02388	0.01282	0.02325	0.00161	0.00218
PZA03341.2	-3.3394E-3	-4.3485E-4	7.0834E-6	-6.5445E-3	0.00297
PZA03341.3	0.02163	0.00856	0.02344	-4.3134E-3	0.00289
PZA03723.1	0.03484	-2.3159E-3	8.8847E-4	0.00294	-3.1073E-3
PZA03722.1	0.00551	-1.7903E-2	0.00369	-1.9705E-2	0.00189
PZA01936.4	0.03808	0.00111	0.02463	9.1489E-4	0.01097
PZA02612.1	0.04004	0.02044	0.00982	0.00813	-3.1739E-2
PZA03363.1	-2.5424E-2	-1.7334E-2	-1.2304E-2	-2.4093E-2	-9.3963E-3
PZA00113.1	-1.3863E-2	0.0028	-4.4319E-4	6.6824E-4	5.6003E-4
PZA01445.1	0.03419	0.01703	0.02543	0.00789	-3.7764E-3
PZA03676.1	-4.1363E-3	-8.192E-3	-2.4309E-4	-3.2802E-4	-1.4228E-2
PZA03676.2	-4.7542E-3	0.0032	-1.0652E-3	-1.413E-2	0.00546
PZA03675.1	0.00397	-1.6496E-2	0.00419	-1.6066E-2	0.00205
PZB00635.1	-1.0403E-3	-9.4568E-3	0.00132	0.002	0.0073
PZA01607.1	-5.4545E-3	-1.355E-2	-2.8283E-2	0.0116	-4.1831E-3
PHM904.21	0.0019	0.00331	0.05121	-6.185E-3	-8.5398E-3
PZA03386.1	-1.0032E-2	-7.8836E-3	-5.9493E-3	0.00319	0.00482
PZA00418.2	-6.0276E-3	0.0199	-2.7234E-2	-4.8495E-3	-7.4769E-3
PHM12830.14	0.0026	-1.8522E-2	0.00234	0.00399	1.5072E-4
PZA03645.1	-5.015E-3	0.01152	-3.8946E-2	0.01576	-5.0775E-2
PZA03645.2	0.02321	-3.9065E-2	0.03558	-1.0538E-2	0.04217
PZA01210.1	-2.1937E-2	-9.3726E-3	-8.5859E-3	0.01238	0.03087
PHM5324.11	0.0071	0.01297	-2.0288E-2	0.00721	0.00411
PZA01113.1	8.4071E-4	-6.2868E-4	0.03314	0.00209	0.00447
PZA01933.3	0.01328	0.00459	-2.219E-2	0.02192	-3.2319E-2
PZB00109.1	0.03796	-1.6296E-2	0.00224	-1.035E-2	-1.1426E-2
PZB00109.2	0.03538	-4.3681E-3	1.5926E-4	-6.9721E-3	-7.1705E-3
PZA03143.2	-1.1275E-2	0.02906	0.06263	0.01641	-9.5313E-4
PZA03143.4	-9.0781E-3	0.01068	8.7911E-4	-2.7643E-3	1.5186E-4
PZA03143.1	-6.7263E-3	0.00801	0.05162	0.00301	-2.7082E-2
PZA03149.2	-4.9805E-3	-1.2475E-2	0.03326	-5.8545E-3	0.01785
PZA03149.1	-3.7749E-3	0.02296	0.04228	0.03351	-2.6223E-3
PZA03149.4	-8.9389E-3	0.02185	0.03693	0.03574	0.0047
PZB00175.2	0.00269	-1.3818E-2	-2.7722E-3	-1.455E-2	0.00525
PZB00174.1	0.0034	-4.5942E-2	-1.5638E-2	-3.1937E-2	-1.0022E-2
PZB00174.3	0.00513	-1.7105E-2	4.8357E-4	-1.5959E-2	0.0046
PZB01186.3	0.01339	-1.2639E-2	-4.8591E-2	0.03507	-2.1776E-2
PZB01186.2	0.02097	-2.6367E-2	-3.5902E-2	-1.7857E-2	-1.4854E-2
PZB01186.1	0.00772	-2.9262E-3	-4.6125E-2	0.02998	-6.4977E-3
PZB02139.1	0.01225	0.00856	0.03392	-1.3701E-2	0.02005
PZA00370.1	-1.5756E-2	0.01804	-1.5513E-2	0.01148	-3.6248E-3
PZA00370.5	0.01526	-1.6232E-2	-1.9905E-2	0.0125	0.01784
PZA00616.7	0.00399	7.1061E-4	0.04651	-2.2022E-2	-4.4152E-3
PZA01946.7	0.00131	0.02492	-2.2351E-2	0.01451	-1.2428E-2
PZA02352.1	0.0459	-9.7872E-3	3.5915E-4	0.0274	-1.8533E-2
PZB00169.2	6.9246E-4	-8.1726E-3	-1.8856E-3	-7.7571E-3	-9.7159E-3
PZA02643.1	0.04518	0.00194	0.00343	-2.3013E-2	0.01007
PZA01714.1	-1.7364E-2	0.00931	-1.757E-2	-2.6424E-2	-5.201E-2
PZA03583.2	0.00485	-7.8237E-3	-1.5533E-2	-1.8497E-2	-1.1241E-2
PZA03583.1	0.00216	0.01232	-2.6431E-2	-2.1049E-2	-2.5876E-2
PZA01542.1	-3.0963E-2	0.05102	-8.7655E-3	-1.9554E-2	0.00258
PZD00054.1	0.01267	0.0203	-2.7886E-2	-1.9871E-2	0.00855
PZA00040.19	-7.677E-3	-5.138E-3	-6.4026E-3	0.03466	0.01011
PZB00752.1	-3.1437E-2	0.03654	-1.0873E-3	-1.1694E-2	-2.4961E-2
PZB00752.2	-8.7903E-3	-5.4019E-3	-8.4244E-3	8.4507E-4	-2.5509E-2
PZA03739.1	-1.8109E-2	0.02253	-1.7732E-3	0.00317	-7.2949E-3
PZA03738.2	0.01486	-3.4046E-2	0.0321	0.03929	0.01079
PZA00655.1	-9.3995E-3	-1.3856E-3	-4.8976E-3	-2.3517E-3	-2.4365E-2
PZA00111.4	-3.0734E-3	-1.306E-2	0.04302	0.03921	-8.5381E-3
PZA00111.2	-1.3993E-2	1.3698E-4	-2.088E-4	-1.0355E-2	-2.7978E-2
PZA00740.3	0.0153	0.01195	-1.1197E-2	-1.026E-2	0.00862
PZA02449.13	0.02971	6.2903E-4	-3.2087E-2	-6.5551E-3	-9.7233E-3
PZA03727.1	0.00838	-2.7081E-3	0.03448	-1.3597E-2	-3.6601E-2
PZA03728.1	0.02533	-5.2867E-3	-3.4958E-2	-7.0349E-3	-9.5415E-5
PZA03728.2	0.00479	-2.824E-4	0.03753	-1.082E-2	-3.9114E-2
PZA03728.3	5.5521E-4	-1.8886E-2	-1.1057E-2	-1.074E-2	-3.2374E-2
